Transaction ID,Date,Product Name,Category,Quantity Sold,Price,Customer Age,Customer Gender,Location,Season
T0297,2024-01-26,Chicken Breast,Meat,8,19.33,68,Male,"San Jose, CA",Winter
T0298,2024-07-10,Coffee,Beverages,2,5.72,27,Female,"New York, NY",Summer
T0299,2024-06-05,Pork Chops,Meat,8,13.33,54,Female,"New York, NY",Summer
T0300,2024-03-04,Ground Beef,Meat,9,1.09,29,Male,"Los Angeles, CA",Spring
T0301,2024-03-16,Bananas,Produce,9,17.89,34,Male,"Phoenix, AZ",Spring
T0302,2024-04-28,Cheddar Cheese,Dairy,4,11.96,49,Female,"New York, NY",Spring
T0303,2024-10-02,Yogurt,Dairy,10,4.46,49,Female,"Phoenix, AZ",Fall
T0304,2024-06-19,Yogurt,Dairy,8,3.95,40,Female,"Dallas, TX",Summer
T0305,2024-10-23,Croissant,Bakery,1,13.13,20,Female,"Phoenix, AZ",Fall
T0306,2024-12-06,Soda,Beverages,5,15.07,24,Female,"Chicago, IL",Winter
T0307,2024-04-14,Ice Cream,Frozen,10,6.79,58,Female,"Chicago, IL",Spring
T0308,2024-12-11,Bananas,Produce,4,17.37,32,Female,"San Antonio, TX",Winter
T0309,2024-07-05,Cheddar Cheese,Dairy,5,1.9,28,Female,"Houston, TX",Summer
T0310,2024-08-13,Ice Cream,Frozen,5,14.23,62,Female,"San Diego, CA",Summer
T0311,2024-04-19,Cheddar Cheese,Dairy,6,15.82,70,Female,"Dallas, TX",Spring
T0312,2024-07-07,Croissant,Bakery,6,6.55,19,Female,"Houston, TX",Summer
T0313,2024-08-18,Pork Chops,Meat,9,9.31,39,Female,"Chicago, IL",Summer
T0314,2024-03-26,Chicken Breast,Meat,9,19.74,32,Female,"New York, NY",Spring
T0315,2024-01-04,Frozen Peas,Frozen,7,19.12,25,Female,"San Diego, CA",Winter
T0316,2024-02-05,Apples,Produce,5,17.43,41,Female,"San Jose, CA",Winter
T0317,2024-09-04,Pork Chops,Meat,3,13.93,45,Female,"Los Angeles, CA",Fall
T0318,2024-06-02,Cheddar Cheese,Dairy,9,6.36,36,Female,"San Antonio, TX",Summer
T0319,2024-08-09,Orange Juice,Beverages,9,5.83,29,Male,"Phoenix, AZ",Summer
T0320,2024-03-04,Whole Milk,Dairy,9,18.41,63,Female,"San Jose, CA",Spring
T0321,2024-11-26,Whole Milk,Dairy,1,2.58,27,Female,"San Diego, CA",Fall
T0322,2024-01-25,Whole Milk,Dairy,9,2.36,49,Male,"Phoenix, AZ",Winter
T0323,2024-03-21,Frozen Pizza,Frozen,6,19.85,22,Female,"Los Angeles, CA",Spring
T0324,2024-02-02,Cheddar Cheese,Dairy,10,5.68,63,Male,"San Jose, CA",Winter
T0325,2024-09-24,Carrots,Produce,7,17.93,62,Male,"Los Angeles, CA",Fall
T0326,2024-11-16,Apples,Produce,5,8.54,67,Male,"Philadelphia, PA",Fall
T0327,2024-06-24,Frozen Peas,Frozen,3,8.68,52,Male,"New York, NY",Summer
T0328,2024-11-28,Bananas,Produce,8,11.88,60,Male,"New York, NY",Fall
T0329,2024-05-19,Cheddar Cheese,Dairy,2,10.76,27,Male,"San Diego, CA",Spring
T0330,2024-08-01,Ice Cream,Frozen,7,14.36,60,Female,"San Antonio, TX",Summer
T0331,2024-07-27,Bananas,Produce,8,10.73,50,Female,"Los Angeles, CA",Summer
T0332,2024-09-09,Soda,Beverages,4,5.25,29,Male,"San Jose, CA",Fall
T0333,2024-11-11,Pumpkin Pie,Bakery,9,3.53,53,Male,"Houston, TX",Fall
T0334,2024-04-09,Chicken Breast,Meat,8,7.41,32,Female,"San Diego, CA",Spring
T0335,2024-08-09,Pork Chops,Meat,9,4.34,58,Male,"San Antonio, TX",Summer
T0336,2024-08-17,Chicken Breast,Meat,3,7.85,56,Male,"San Antonio, TX",Summer
T0337,2024-02-21,Carrots,Produce,6,15.98,52,Female,"San Diego, CA",Winter
T0338,2024-04-12,Bananas,Produce,6,17.19,68,Female,"Los Angeles, CA",Spring
T0339,2024-04-26,Croissant,Bakery,7,3.26,64,Male,"Chicago, IL",Spring
T0340,2024-08-20,Croissant,Bakery,3,0.53,26,Female,"Philadelphia, PA",Summer
T0341,2024-07-04,Bananas,Produce,8,17.03,41,Male,"Chicago, IL",Summer
T0342,2024-08-14,Bananas,Produce,5,15.31,28,Male,"Philadelphia, PA",Summer
T0343,2024-09-26,Bananas,Produce,10,10.9,56,Male,"New York, NY",Fall
T0344,2024-03-03,Bananas,Produce,6,5.61,70,Male,"San Diego, CA",Spring
T0345,2024-10-28,Ice Cream,Frozen,5,19.3,48,Male,"Chicago, IL",Fall
T0346,2024-10-04,Carrots,Produce,7,3.45,54,Female,"Philadelphia, PA",Fall
T0347,2024-01-10,Whole Wheat Bread,Bakery,3,17.41,35,Male,"San Jose, CA",Winter
T0348,2024-02-03,Apples,Produce,9,18.74,62,Male,"Philadelphia, PA",Winter
T0349,2024-04-03,Coffee,Beverages,7,9.58,34,Female,"New York, NY",Spring
T0350,2024-09-21,Chicken Breast,Meat,3,8.22,23,Female,"San Diego, CA",Fall
T0351,2024-10-26,Orange Juice,Beverages,6,6.49,63,Male,"San Antonio, TX",Fall
T0352,2024-11-14,Croissant,Bakery,2,0.71,33,Male,"Los Angeles, CA",Fall
T0353,2024-11-03,Chicken Breast,Meat,8,5.74,39,Male,"Houston, TX",Fall
T0354,2024-07-24,Frozen Peas,Frozen,10,4.9,64,Male,"Phoenix, AZ",Summer
T0355,2024-11-02,Whole Wheat Bread,Bakery,5,11.32,58,Female,"Chicago, IL",Fall
T0356,2024-08-15,Soda,Beverages,8,16.98,59,Male,"Los Angeles, CA",Summer
T0357,2024-11-28,Ice Cream,Frozen,8,16.81,56,Female,"Dallas, TX",Fall
T0358,2024-09-28,Frozen Pizza,Frozen,3,11.79,65,Female,"Chicago, IL",Fall
T0359,2024-06-01,Coffee,Beverages,6,14.36,53,Female,"Chicago, IL",Summer
T0360,2024-10-03,Ground Beef,Meat,5,8.48,57,Female,"Los Angeles, CA",Fall
T0361,2024-10-19,Cheddar Cheese,Dairy,3,10.16,19,Female,"San Diego, CA",Fall
T0362,2024-06-27,Pumpkin Pie,Bakery,7,12.36,65,Male,"Philadelphia, PA",Summer
T0363,2024-09-19,Frozen Pizza,Frozen,7,9.27,43,Male,"San Diego, CA",Fall
T0364,2024-03-22,Chicken Breast,Meat,1,2.52,27,Female,"San Diego, CA",Spring
T0365,2024-12-18,Carrots,Produce,7,14.58,22,Male,"San Jose, CA",Winter
T0366,2024-09-07,Cheddar Cheese,Dairy,4,7.89,53,Male,"San Jose, CA",Fall
T0367,2024-08-02,Ground Beef,Meat,4,17.62,53,Male,"Philadelphia, PA",Summer
T0368,2024-05-13,Pork Chops,Meat,6,2.36,57,Female,"San Diego, CA",Spring
T0369,2024-04-28,Croissant,Bakery,2,18.83,28,Female,"Los Angeles, CA",Spring
T0370,2024-04-05,Yogurt,Dairy,3,3.53,41,Male,"San Jose, CA",Spring
T0371,2024-03-01,Cheddar Cheese,Dairy,6,9.4,32,Male,"Philadelphia, PA",Spring
T0372,2024-10-11,Bananas,Produce,5,9.76,55,Female,"Phoenix, AZ",Fall
T0373,2024-05-13,Pumpkin Pie,Bakery,4,11.0,65,Female,"San Antonio, TX",Spring
T0374,2024-09-16,Ground Beef,Meat,2,19.5,46,Female,"Dallas, TX",Fall
T0375,2024-01-16,Soda,Beverages,6,17.15,57,Male,"Phoenix, AZ",Winter
T0376,2024-08-20,Frozen Pizza,Frozen,2,11.55,33,Male,"San Diego, CA",Summer
T0377,2024-01-18,Chicken Breast,Meat,6,8.99,42,Male,"San Antonio, TX",Winter
T0378,2024-10-24,Pork Chops,Meat,7,5.89,41,Female,"New York, NY",Fall
T0379,2024-12-27,Chicken Breast,Meat,6,18.84,33,Female,"Los Angeles, CA",Winter
T0380,2024-01-28,Ground Beef,Meat,6,0.61,54,Female,"Chicago, IL",Winter
T0381,2024-05-18,Frozen Pizza,Frozen,6,4.12,18,Female,"Dallas, TX",Spring
T0382,2024-11-09,Pumpkin Pie,Bakery,7,19.74,26,Female,"Los Angeles, CA",Fall
T0383,2024-07-27,Coffee,Beverages,8,13.98,38,Female,"Houston, TX",Summer
T0384,2024-09-16,Pumpkin Pie,Bakery,10,18.79,47,Male,"San Diego, CA",Fall
T0385,2024-06-06,Coffee,Beverages,2,16.72,63,Female,"Phoenix, AZ",Summer
T0386,2024-08-04,Ground Beef,Meat,10,6.5,26,Male,"San Antonio, TX",Summer
T0387,2024-09-12,Croissant,Bakery,2,19.74,26,Male,"Dallas, TX",Fall
T0388,2024-05-04,Carrots,Produce,7,15.74,49,Female,"New York, NY",Spring
T0389,2024-12-08,Croissant,Bakery,7,9.15,28,Female,"San Jose, CA",Winter
T0390,2024-06-08,Ground Beef,Meat,5,1.99,34,Female,"Philadelphia, PA",Summer
T0391,2024-02-24,Pork Chops,Meat,3,10.24,42,Female,"Philadelphia, PA",Winter
T0392,2024-10-13,Chicken Breast,Meat,6,10.15,39,Male,"San Diego, CA",Fall
T0393,2024-03-12,Cheddar Cheese,Dairy,7,5.09,47,Female,"Chicago, IL",Spring
T0394,2024-12-01,Ice Cream,Frozen,9,9.56,61,Male,"San Antonio, TX",Winter
T0395,2024-10-18,Soda,Beverages,6,12.46,63,Female,"San Diego, CA",Fall
T0396,2024-12-20,Pumpkin Pie,Bakery,1,16.23,67,Male,"New York, NY",Winter
T0397,2024-12-19,Ice Cream,Frozen,5,8.02,18,Female,"Los Angeles, CA",Winter
T0398,2024-06-14,Frozen Pizza,Frozen,10,19.36,67,Male,"Phoenix, AZ",Summer
T0399,2024-05-14,Ground Beef,Meat,2,19.8,63,Male,"San Antonio, TX",Spring
T0400,2024-11-01,Pork Chops,Meat,3,5.36,31,Male,"Los Angeles, CA",Fall
T0401,2024-11-25,Bananas,Produce,7,17.56,27,Male,"Houston, TX",Fall
T0402,2024-11-20,Pork Chops,Meat,7,5.52,27,Female,"Phoenix, AZ",Fall
T0403,2024-03-12,Whole Wheat Bread,Bakery,3,17.19,58,Male,"Philadelphia, PA",Spring
T0404,2024-04-12,Carrots,Produce,5,7.39,32,Female,"Philadelphia, PA",Spring
T0405,2024-10-08,Carrots,Produce,8,11.03,55,Male,"San Antonio, TX",Fall
T0406,2024-01-06,Pumpkin Pie,Bakery,3,6.72,61,Female,"Chicago, IL",Winter
T0407,2024-04-11,Yogurt,Dairy,10,4.33,43,Male,"Houston, TX",Spring
T0408,2024-04-28,Apples,Produce,8,7.26,59,Male,"Chicago, IL",Spring
T0409,2024-05-03,Whole Milk,Dairy,7,14.72,56,Male,"Philadelphia, PA",Spring
T0410,2024-04-01,Frozen Peas,Frozen,8,13.23,67,Male,"Dallas, TX",Spring
T0411,2024-03-15,Soda,Beverages,2,13.16,56,Female,"Los Angeles, CA",Spring
T0412,2024-10-19,Whole Wheat Bread,Bakery,10,1.52,62,Male,"New York, NY",Fall
T0413,2024-07-10,Pork Chops,Meat,2,8.65,68,Male,"Phoenix, AZ",Summer
T0414,2024-06-07,Ground Beef,Meat,3,2.17,54,Male,"Chicago, IL",Summer
T0415,2024-12-21,Yogurt,Dairy,10,2.46,27,Male,"Phoenix, AZ",Winter
T0416,2024-12-04,Frozen Peas,Frozen,7,7.16,44,Female,"San Diego, CA",Winter
T0417,2024-09-25,Soda,Beverages,2,14.29,63,Male,"Phoenix, AZ",Fall
T0418,2024-04-23,Ice Cream,Frozen,5,15.51,64,Female,"Chicago, IL",Spring
T0419,2024-04-24,Frozen Peas,Frozen,3,19.11,23,Female,"Dallas, TX",Spring
T0420,2024-02-05,Frozen Peas,Frozen,9,12.44,60,Female,"Phoenix, AZ",Winter
T0421,2024-11-27,Orange Juice,Beverages,2,7.41,51,Female,"Dallas, TX",Fall
T0422,2024-02-28,Apples,Produce,3,8.24,19,Female,"Los Angeles, CA",Winter
T0423,2024-02-02,Apples,Produce,8,19.24,45,Female,"Los Angeles, CA",Winter
T0424,2024-02-14,Pork Chops,Meat,1,5.85,40,Male,"Houston, TX",Winter
T0425,2024-04-13,Whole Wheat Bread,Bakery,6,8.79,40,Female,"Dallas, TX",Spring
T0426,2024-06-18,Chicken Breast,Meat,3,14.83,22,Male,"New York, NY",Summer
T0427,2024-09-08,Yogurt,Dairy,1,1.75,57,Female,"Los Angeles, CA",Fall
T0428,2024-01-01,Carrots,Produce,10,15.57,66,Female,"Chicago, IL",Winter
T0429,2024-12-03,Coffee,Beverages,9,3.15,30,Male,"New York, NY",Winter
T0430,2024-02-05,Coffee,Beverages,1,14.9,59,Male,"San Jose, CA",Winter
T0431,2024-11-08,Apples,Produce,6,15.12,36,Male,"San Jose, CA",Fall
T0432,2024-02-16,Frozen Pizza,Frozen,3,13.69,30,Male,"Chicago, IL",Winter
T0433,2024-11-23,Pumpkin Pie,Bakery,5,14.41,61,Female,"San Diego, CA",Fall
T0434,2024-07-13,Orange Juice,Beverages,9,5.22,27,Female,"Philadelphia, PA",Summer
T0435,2024-03-15,Pumpkin Pie,Bakery,10,14.05,47,Male,"New York, NY",Spring
T0436,2024-05-01,Pumpkin Pie,Bakery,9,6.36,51,Male,"San Jose, CA",Spring
T0437,2024-07-10,Pork Chops,Meat,2,4.93,63,Female,"Houston, TX",Summer
T0438,2024-11-23,Ground Beef,Meat,6,16.54,37,Male,"Houston, TX",Fall
T0439,2024-06-25,Whole Milk,Dairy,10,11.14,67,Male,"San Antonio, TX",Summer
T0440,2024-08-16,Orange Juice,Beverages,1,13.88,63,Male,"San Jose, CA",Summer
T0441,2024-09-26,Bananas,Produce,5,16.99,42,Male,"San Antonio, TX",Fall
T0442,2024-10-02,Whole Milk,Dairy,8,4.43,43,Male,"San Diego, CA",Fall
T0443,2024-03-09,Chicken Breast,Meat,8,4.24,60,Male,"San Antonio, TX",Spring
T0444,2024-09-12,Coffee,Beverages,3,7.64,29,Female,"Dallas, TX",Fall
T0445,2024-04-06,Bananas,Produce,6,1.18,59,Male,"San Diego, CA",Spring
T0446,2024-06-27,Yogurt,Dairy,4,12.29,59,Male,"Houston, TX",Summer
T0447,2024-07-06,Ice Cream,Frozen,6,9.41,43,Male,"Los Angeles, CA",Summer
T0448,2024-01-12,Frozen Pizza,Frozen,6,10.88,57,Male,"Dallas, TX",Winter
T0449,2024-11-02,Frozen Peas,Frozen,4,4.15,48,Female,"Houston, TX",Fall
T0450,2024-10-12,Pork Chops,Meat,1,17.84,60,Female,"New York, NY",Fall
T0451,2024-08-19,Whole Wheat Bread,Bakery,8,16.49,35,Female,"Philadelphia, PA",Summer
T0452,2024-08-18,Soda,Beverages,4,10.55,19,Female,"Dallas, TX",Summer
T0453,2024-06-23,Whole Milk,Dairy,3,6.86,26,Male,"New York, NY",Summer
T0454,2024-05-07,Frozen Pizza,Frozen,8,15.95,66,Female,"San Diego, CA",Spring
T0455,2024-09-05,Whole Wheat Bread,Bakery,9,1.86,70,Male,"Dallas, TX",Fall
T0456,2024-04-16,Frozen Pizza,Frozen,8,15.6,24,Female,"San Antonio, TX",Spring
T0457,2024-04-04,Yogurt,Dairy,3,16.95,46,Female,"Houston, TX",Spring
T0458,2024-05-18,Frozen Peas,Frozen,1,6.11,49,Male,"Dallas, TX",Spring
T0459,2024-07-28,Croissant,Bakery,5,13.05,47,Female,"San Jose, CA",Summer
T0460,2024-06-11,Pumpkin Pie,Bakery,8,6.12,30,Female,"Dallas, TX",Summer
T0461,2024-01-08,Frozen Peas,Frozen,6,14.31,35,Male,"San Jose, CA",Winter
T0462,2024-12-21,Frozen Peas,Frozen,1,2.81,65,Female,"San Jose, CA",Winter
T0463,2024-07-23,Chicken Breast,Meat,3,7.65,65,Female,"San Antonio, TX",Summer
T0464,2024-10-03,Whole Milk,Dairy,1,3.82,30,Male,"New York, NY",Fall
T0465,2024-05-11,Coffee,Beverages,10,16.55,67,Female,"New York, NY",Spring
T0466,2024-07-28,Croissant,Bakery,7,1.77,29,Male,"New York, NY",Summer
T0467,2024-08-26,Bananas,Produce,2,19.47,36,Female,"New York, NY",Summer
T0468,2024-02-19,Croissant,Bakery,7,18.15,30,Female,"San Jose, CA",Winter
T0469,2024-07-16,Chicken Breast,Meat,9,15.22,65,Female,"San Diego, CA",Summer
T0470,2024-01-14,Orange Juice,Beverages,7,11.5,23,Male,"Houston, TX",Winter
T0471,2024-03-22,Ice Cream,Frozen,2,11.71,59,Female,"San Jose, CA",Spring
T0472,2024-04-09,Chicken Breast,Meat,8,19.31,39,Male,"Phoenix, AZ",Spring
T0473,2024-06-07,Soda,Beverages,5,8.76,58,Female,"San Antonio, TX",Summer
T0474,2024-06-16,Croissant,Bakery,1,5.33,18,Female,"San Diego, CA",Summer
T0475,2024-03-01,Bananas,Produce,1,4.62,35,Male,"Philadelphia, PA",Spring
T0476,2024-10-20,Pumpkin Pie,Bakery,9,6.67,43,Male,"San Antonio, TX",Fall
T0477,2024-06-26,Bananas,Produce,5,17.71,62,Male,"San Jose, CA",Summer
T0478,2024-02-09,Apples,Produce,10,15.89,53,Female,"San Diego, CA",Winter
T0479,2024-12-23,Orange Juice,Beverages,5,8.64,39,Female,"San Jose, CA",Winter
T0480,2024-03-18,Carrots,Produce,4,16.11,54,Male,"Dallas, TX",Spring
T0481,2024-10-11,Whole Milk,Dairy,6,6.76,61,Male,"Houston, TX",Fall
T0482,2024-08-19,Apples,Produce,6,0.92,58,Female,"Chicago, IL",Summer
T0483,2024-02-15,Croissant,Bakery,9,3.55,19,Female,"San Jose, CA",Winter
T0484,2024-04-12,Frozen Peas,Frozen,5,7.46,58,Male,"Chicago, IL",Spring
T0485,2024-06-28,Cheddar Cheese,Dairy,3,13.93,35,Female,"Phoenix, AZ",Summer
T0486,2024-10-02,Bananas,Produce,5,12.84,51,Male,"San Antonio, TX",Fall
T0487,2024-01-13,Whole Wheat Bread,Bakery,8,15.09,70,Male,"San Antonio, TX",Winter
T0488,2024-12-05,Whole Milk,Dairy,6,15.75,28,Female,"San Antonio, TX",Winter
T0489,2024-04-21,Yogurt,Dairy,5,5.4,30,Female,"San Antonio, TX",Spring
T0490,2024-04-09,Ice Cream,Frozen,6,10.13,63,Female,"San Jose, CA",Spring
T0491,2024-06-18,Whole Wheat Bread,Bakery,9,9.47,69,Male,"Dallas, TX",Summer
T0492,2024-03-19,Yogurt,Dairy,3,6.82,30,Female,"San Antonio, TX",Spring
T0493,2024-02-06,Whole Wheat Bread,Bakery,10,7.3,69,Female,"San Diego, CA",Winter
T0494,2024-06-12,Apples,Produce,8,19.55,64,Female,"Philadelphia, PA",Summer
T0495,2024-02-26,Orange Juice,Beverages,10,10.84,18,Male,"Philadelphia, PA",Winter
T0496,2024-11-03,Frozen Peas,Frozen,6,8.33,56,Male,"San Antonio, TX",Fall
T0497,2024-04-04,Carrots,Produce,10,14.11,68,Female,"San Diego, CA",Spring
T0498,2024-07-06,Soda,Beverages,9,19.13,65,Female,"San Antonio, TX",Summer
T0499,2024-10-06,Orange Juice,Beverages,5,7.83,30,Male,"San Antonio, TX",Fall
T0500,2024-02-09,Whole Milk,Dairy,3,17.86,24,Female,"San Diego, CA",Winter
T0501,2024-04-07,Whole Wheat Bread,Bakery,3,17.23,66,Female,"Chicago, IL",Spring
T0502,2024-11-17,Soda,Beverages,4,13.38,56,Female,"Houston, TX",Fall
T0503,2024-05-15,Frozen Peas,Frozen,1,4.31,34,Male,"Los Angeles, CA",Spring
T0504,2024-03-28,Yogurt,Dairy,5,13.31,60,Female,"Houston, TX",Spring
T0505,2024-07-26,Whole Milk,Dairy,10,11.69,42,Male,"Los Angeles, CA",Summer
T0506,2024-12-20,Frozen Peas,Frozen,10,9.28,38,Male,"Phoenix, AZ",Winter
T0507,2024-07-25,Carrots,Produce,10,8.79,34,Female,"New York, NY",Summer
T0508,2024-07-04,Whole Wheat Bread,Bakery,7,17.45,62,Female,"Houston, TX",Summer
T0509,2024-01-14,Soda,Beverages,3,15.96,70,Male,"San Antonio, TX",Winter
T0510,2024-03-26,Pumpkin Pie,Bakery,3,7.38,69,Female,"Houston, TX",Spring
T0511,2024-05-14,Whole Wheat Bread,Bakery,3,17.41,41,Female,"San Diego, CA",Spring
T0512,2024-11-03,Coffee,Beverages,5,5.69,24,Female,"Houston, TX",Fall
T0513,2024-07-08,Ice Cream,Frozen,3,7.41,56,Male,"Los Angeles, CA",Summer
T0514,2024-10-15,Ice Cream,Frozen,3,6.19,60,Male,"Philadelphia, PA",Fall
T0515,2024-06-03,Whole Milk,Dairy,5,16.48,20,Male,"Houston, TX",Summer
T0516,2024-05-08,Whole Wheat Bread,Bakery,2,18.52,40,Male,"San Jose, CA",Spring
T0517,2024-03-06,Carrots,Produce,6,13.69,39,Male,"New York, NY",Spring
T0518,2024-07-16,Chicken Breast,Meat,2,12.64,49,Female,"Philadelphia, PA",Summer
T0519,2024-11-28,Carrots,Produce,8,18.5,41,Female,"San Jose, CA",Fall
T0520,2024-10-05,Cheddar Cheese,Dairy,1,7.59,21,Female,"San Jose, CA",Fall
T0521,2024-10-27,Cheddar Cheese,Dairy,5,8.53,64,Male,"San Diego, CA",Fall
T0522,2024-04-02,Apples,Produce,8,7.18,69,Female,"San Jose, CA",Spring
T0523,2024-01-14,Orange Juice,Beverages,5,19.08,32,Male,"Chicago, IL",Winter
T0524,2024-03-06,Carrots,Produce,9,15.03,47,Male,"Dallas, TX",Spring
T0525,2024-03-01,Frozen Pizza,Frozen,5,17.93,58,Male,"Dallas, TX",Spring
T0526,2024-04-25,Pumpkin Pie,Bakery,5,9.07,20,Female,"Houston, TX",Spring
T0527,2024-04-13,Whole Milk,Dairy,3,4.61,49,Male,"Los Angeles, CA",Spring
T0528,2024-05-26,Orange Juice,Beverages,4,17.25,61,Male,"Dallas, TX",Spring
T0529,2024-12-23,Ground Beef,Meat,1,1.97,25,Male,"Los Angeles, CA",Winter
T0530,2024-08-12,Ground Beef,Meat,3,14.47,61,Female,"Chicago, IL",Summer
T0531,2024-11-17,Frozen Pizza,Frozen,5,11.05,70,Female,"Chicago, IL",Fall
T0532,2024-05-22,Yogurt,Dairy,7,9.04,51,Male,"Chicago, IL",Spring
T0533,2024-11-01,Frozen Peas,Frozen,2,8.48,56,Male,"Houston, TX",Fall
T0534,2024-10-06,Croissant,Bakery,10,1.82,62,Male,"Dallas, TX",Fall
T0535,2024-10-15,Croissant,Bakery,6,10.59,21,Female,"New York, NY",Fall
T0536,2024-09-24,Frozen Peas,Frozen,5,18.91,50,Female,"San Diego, CA",Fall
T0537,2024-01-07,Cheddar Cheese,Dairy,6,16.49,69,Female,"New York, NY",Winter
T0538,2024-06-13,Frozen Pizza,Frozen,2,15.49,33,Female,"Phoenix, AZ",Summer
T0539,2024-04-23,Yogurt,Dairy,2,10.36,50,Female,"Dallas, TX",Spring
T0540,2024-07-27,Croissant,Bakery,5,10.75,18,Male,"Phoenix, AZ",Summer
T0541,2024-07-09,Frozen Peas,Frozen,5,5.99,29,Male,"New York, NY",Summer
T0542,2024-11-21,Ground Beef,Meat,9,15.13,59,Female,"Philadelphia, PA",Fall
T0543,2024-01-28,Cheddar Cheese,Dairy,3,13.77,26,Male,"San Jose, CA",Winter
T0544,2024-07-06,Pork Chops,Meat,7,12.14,29,Female,"Houston, TX",Summer
T0545,2024-08-21,Apples,Produce,7,11.91,35,Female,"Dallas, TX",Summer
T0546,2024-02-10,Frozen Peas,Frozen,2,7.97,68,Male,"San Antonio, TX",Winter
T0547,2024-07-26,Whole Milk,Dairy,6,15.38,42,Male,"Los Angeles, CA",Summer
T0548,2024-06-20,Ground Beef,Meat,1,2.09,49,Male,"San Jose, CA",Summer
T0549,2024-03-02,Cheddar Cheese,Dairy,8,9.45,51,Female,"Los Angeles, CA",Spring
T0550,2024-01-10,Frozen Peas,Frozen,6,4.32,44,Female,"Dallas, TX",Winter
T0551,2024-02-22,Ice Cream,Frozen,8,16.67,44,Male,"Los Angeles, CA",Winter
T0552,2024-07-27,Frozen Pizza,Frozen,8,17.13,64,Female,"Phoenix, AZ",Summer
T0553,2024-08-14,Coffee,Beverages,2,6.53,51,Male,"New York, NY",Summer
T0554,2024-12-28,Ground Beef,Meat,4,17.34,65,Male,"San Jose, CA",Winter
T0555,2024-07-27,Whole Milk,Dairy,4,3.98,42,Female,"Dallas, TX",Summer
T0556,2024-12-24,Ice Cream,Frozen,3,12.61,66,Male,"Phoenix, AZ",Winter
T0557,2024-10-11,Croissant,Bakery,1,16.35,19,Male,"Chicago, IL",Fall
T0558,2024-06-06,Cheddar Cheese,Dairy,3,17.26,43,Female,"New York, NY",Summer
T0559,2024-07-23,Soda,Beverages,1,13.6,28,Male,"Houston, TX",Summer
T0560,2024-08-22,Chicken Breast,Meat,2,16.52,55,Male,"Phoenix, AZ",Summer
T0561,2024-08-19,Pumpkin Pie,Bakery,8,0.85,58,Female,"Los Angeles, CA",Summer
T0562,2024-01-09,Frozen Pizza,Frozen,7,5.31,46,Female,"Chicago, IL",Winter
T0563,2024-02-06,Coffee,Beverages,7,7.0,63,Female,"Houston, TX",Winter
T0564,2024-11-21,Orange Juice,Beverages,1,5.67,27,Male,"Philadelphia, PA",Fall
T0565,2024-07-10,Cheddar Cheese,Dairy,8,11.63,37,Male,"San Antonio, TX",Summer
T0566,2024-05-03,Coffee,Beverages,8,17.24,58,Male,"San Jose, CA",Spring
T0567,2024-10-01,Ice Cream,Frozen,7,15.37,46,Female,"San Jose, CA",Fall
T0568,2024-10-06,Pork Chops,Meat,1,15.08,50,Male,"Philadelphia, PA",Fall
T0569,2024-10-03,Whole Milk,Dairy,10,17.08,31,Male,"Philadelphia, PA",Fall
T0570,2024-10-16,Croissant,Bakery,4,4.56,67,Female,"San Antonio, TX",Fall
T0571,2024-04-04,Carrots,Produce,3,5.89,18,Male,"Chicago, IL",Spring
T0572,2024-05-01,Soda,Beverages,9,19.41,55,Male,"Philadelphia, PA",Spring
T0573,2024-01-26,Cheddar Cheese,Dairy,2,9.66,27,Male,"Los Angeles, CA",Winter
T0574,2024-11-26,Chicken Breast,Meat,6,15.45,47,Female,"New York, NY",Fall
T0575,2024-05-17,Frozen Pizza,Frozen,8,0.93,60,Male,"Houston, TX",Spring
T0576,2024-05-08,Pork Chops,Meat,3,9.65,22,Male,"Chicago, IL",Spring
T0577,2024-03-09,Soda,Beverages,10,5.3,39,Male,"Houston, TX",Spring
T0578,2024-02-27,Coffee,Beverages,2,18.92,39,Female,"Los Angeles, CA",Winter
T0579,2024-09-23,Croissant,Bakery,5,10.31,60,Male,"San Diego, CA",Fall
T0580,2024-12-20,Soda,Beverages,10,16.53,29,Male,"Phoenix, AZ",Winter
T0581,2024-08-20,Whole Wheat Bread,Bakery,5,3.35,67,Female,"New York, NY",Summer
T0582,2024-12-19,Whole Wheat Bread,Bakery,2,16.85,46,Female,"Phoenix, AZ",Winter
T0583,2024-06-16,Frozen Pizza,Frozen,8,19.66,38,Female,"Dallas, TX",Summer
T0584,2024-01-04,Orange Juice,Beverages,3,0.77,18,Female,"Philadelphia, PA",Winter
T0585,2024-11-05,Croissant,Bakery,8,10.09,27,Female,"Dallas, TX",Fall
T0586,2024-11-26,Yogurt,Dairy,3,17.33,47,Female,"New York, NY",Fall
T0587,2024-08-27,Whole Wheat Bread,Bakery,1,13.04,34,Female,"Phoenix, AZ",Summer
T0588,2024-07-28,Whole Milk,Dairy,9,13.91,45,Male,"Dallas, TX",Summer
T0589,2024-02-22,Pork Chops,Meat,5,13.31,52,Male,"San Antonio, TX",Winter
T0590,2024-08-23,Coffee,Beverages,7,4.44,57,Female,"San Antonio, TX",Summer
T0591,2024-01-21,Whole Wheat Bread,Bakery,7,2.32,61,Female,"Philadelphia, PA",Winter
T0592,2024-10-06,Pork Chops,Meat,8,1.28,25,Male,"Los Angeles, CA",Fall
